Text,Positive Value,Negative Value,Difference,Word Count
" Just keep laughing, ù he said. Behave yourself, boy, ù Doc said. Just keep laughing, ù Bigger said again, taking out his knife. Watch what you re doing now, ù Doc cautioned. Aw, Bigger, ù Jack said, backing away toward the rear door. You done spoiled things now, ù G.H. said.  I reckon that was what you wanted _. ù""You go to hell! ù Bigger shouted, drowning out G.H. s voice.Doc bent down behind the counter and when he stood up he had something in his hand which he did not show. He stood there laughing. White spittle showed at the corners of Bigger s lips. He walked to the billiard table, his eyes on Doc. Then he began to cut the green cloth on the table with long sweeping strokes of his arm. He never took his eyes from Doc s face. Why, you sonofabitch! ù Doc said.  I ought to shoot you, so help me God! Get out, before I call a cop! ùBigger walked slowly past Doc, looking at him, not hurrying, and holding the open knife in his hand. He paused in the doorway and looked back. Jack and G.H. were gone. Get out of here! ù Doc said, showing a gun. Don t you like it? ù Bigger asked. Get out before I shoot you! ù Doc said.  And don t you ever set your black feet inside here again! ùDoc was angry and Bigger was ",0.023584906,0.028301887,-0.004716981,241
afraid. ,0.5,0.5,0,1
"He shut the knife and slipped it in his pocket and swung through the door to the street. He blinked his eyes from the bright sunshine; his nerves were so taut that he had difficulty in breathing. Halfway down the block he passed Blum s store; he looked out of the corners of his eyes through the plate glass window and saw that Blum was alone and the store was empty of customers. Yes; they would have had time to rob the store; in fact, they still had time. He had lied to Gus and G.H. and Jack. He walked on; there was not a policeman in sight. Yes; they could have robbed the store and could have gotten away. He hoped the fight he had had with Gus covered up what he was trying to hide. At least the fight made him feel the equal of them. And",0.006756757,0.054054054,-0.047297297,149
"he felt the equal of Doc, ",0.142857143,0,0.142857143,6
"too; had he not slashed his table and dared him to use his gun?He had an overwhelming desire to be alone; he walked to the middle of the next block and turned into an alley. He began to laugh, softly, tensely; he stopped still in his tracks and felt something warm roll down his cheek and he brushed it away.  Jesus, ù he breathed.  I laughed so hard I cried. ù Carefully, he dried his face on his coat sleeve, then stood for two whole minutes staring at the shadow of a telephone pole on the alley pavement. Suddenly he straightened and walked on with a single expulsion of breath.  What the hell! ù He stumbled violently over a tiny crack in the pavement.  Goddamn! ù he said. When he reached the end of the alley, he turned into a street, walking slowly in the sunshine, his hands jammed deep into his pockets, his head down, ",0.019607843,0.065359477,-0.045751634,156
depressed.,0,1,-1,1
"He went home and sat in a chair by the window, looking out dreamily. That you, Bigger? ù his mother called from behind the curtain. Yeah, ù he said. What you run in here and run out for, a little while ago? ù Nothing. ù Don t you go and get into no trouble, now, boy. ù Aw, Ma! Leave me alone. ùHe listened awhile to her rubbing clothes on the metal washboard, then he gazed abstractedly into the street, thinking of how he had felt when he fought Gus in Doc s poolroom. He was ",0.012048193,0.024096386,-0.012048193,96
relieved ,0.5,0,0.5,1
and ,0.5,0,0.5,1
glad ,1,0,1,1
that in an hour he was going to see about that job at the Dalton place. He was ,0.052631579,0,0.052631579,18
disgusted ,0.5,0.5,0,1
"with the gang; he knew that what had happened today put an end to his being with them in any more jobs. Like a man staring regretfully but hopelessly at the stump of a cut-off arm or leg, he knew that the fear of robbing a white man had had hold of him when he started that fight with Gus; but he knew it in a way that kept it from coming to his mind in the form of a hard and sharp idea. His confused emotions had made him feel instinctively that it would be better to fight Gus and spoil the plan of the robbery than to confront a white man with a gun. But he kept this knowledge of his ",0.032258065,0.056451613,-0.024193548,123
fear ,0.5,0.5,0,1
thrust firmly down in him; his ,0.142857143,0.142857143,0,6
courage ,1,0,1,1
to live depended upon how successfully his ,0.375,0,0.375,7
fear ,0.5,0.5,0,1
"was hidden from his consciousness. He had fought Gus because Gus was late; that was the reason his emotions accepted and he did not try to justify himself in his own eyes, or in the eyes of the gang. He did not think enough of them to feel that he had to; he did not consider himself as being responsible to them for what he did, even though they had been involved as deeply as he in the planned robbery.",0.0375,0,0.0375,80
He felt that same way toward everyone. ,0.125,0,0.125,7
"As long as he could remember, he had never been responsible to anyone. The moment a situation became so that it exacted something of him, he rebelled. That was the way he lived; he passed his days trying to defeat or gratify powerful impulses in a world he ",0.06122449,0.040816327,0.020408163,48
feared. ,0.5,0,0.5,1
Outside his window he saw the sun dying over the roof-tops in the western sky and watched the first shade of dusk fall. Now and then a street car ran past. The rusty radiator hissed at the far end of the room. All day long it had been springlike; but now dark clouds were slowly swallowing the sun. All at once the street lamps came on and the sky was black and close to the house-tops.Inside his shirt,0,0.076923077,-0.076923077,78
he felt the cold metal of the gun resting against his naked skin; ,0.071428571,0.142857143,-0.071428571,13
he ought to put it back between the mattresses. No! He would keep it. He would take it with him to the Dalton place. ,0.04,0,0.04,24
He felt that he would be safer if he took it. ,0.083333333,0,0.083333333,11
"He was not planning to use it and there was nothing in particular that he was afraid of, but there was in him an ",0.04,0.04,0,24
uneasiness ,0.5,0.5,0,1
and ,0.5,0,0.5,1
distrust ,0.5,0,0.5,1
"that made him feel that he ought to have it along. He was going among white people, so he would take his knife and his gun; it would make him feel that he was the equal of them, give him a sense of ",0.068181818,0,0.068181818,43
completeness. ,0.5,0,0.5,1
"Then he thought of a good reason why he should take it; in order to get to the Dalton place, he had to go through a white neighborhood. He had not heard of any Negroes being molested recently, but",0.076923077,0,0.076923077,39
he felt that it was always possible.,0,0,0,7
"Far away a clock boomed five times. He sighed and got up and yawned and stretched his arms high above his head to loosen the muscles of his body. He got his overcoat, for it was growing cold outdoors; then got his cap. He tiptoed to the door, wanting to slip out without his mother hearing him. Just as he was about to open it, she called, Bigger! ùHe stopped and frowned. Yeah, Ma. ù You going to see about that job? ù Yeah. ù Ain t you going to eat? ù I ain t got time now. ùShe came to the door, wiping her soapy hands upon an apron. Here; take this quarter and buy you something. ù ù And be careful, son. ùHe went out and walked south to Forty-sixth Street, then cast-ward. Well, he would see in a few moments if the Daltons for whom he was to work were the ones he had seen and heard about in the movie. But while walking through this quiet and spacious white neighborhood, he did not feel the pull and mystery of the thing as strongly as he had in the movie. The houses he passed were huge; lights glowed softly in windows. The streets were empty, save for an occasional car that zoomed past on swift rubber tires. This was a cold and distant world; a world of white secrets carefully guarded. He could feel a pride, a certainty, and a confidence in these streets and houses. He came to Drexel Boulevard and began to look for 4605. When he came to it, he stopped and stood before a high, black, iron picket fence, feeling ",0.046332046,0.019305019,0.027027027,277
constricted ,0.5,0,0.5,1
inside. All he had felt in the movie was gone; only ,0.083333333,0,0.083333333,11
fear ,0.5,0.5,0,1
and ,0.5,0,0.5,1
emptiness ,0.5,0.5,0,1
"filled him now.Would they expect him to come in the front way or back? It was queer that he had not thought of that. Goddamn! He walked the length of the picket fence in front of the house, seeking for a walk leading to the rear. But there was none. Other than the from gate, there was only a driveway, the entrance to which was securely locked. Suppose a police saw him wandering in a white neighborhood like this? It would be thought that he was trying to rob or rape somebody. He grew ",0.042105263,0.031578947,0.010526316,94
angry. ,0.5,0.5,0,1
Why had he come to take this goddamn job? He could have stayed among his own people and escaped feeling this ,0.045454545,0.045454545,0,21
fear ,0.5,0.5,0,1
and ,0.5,0,0.5,1
hate. ,0.5,0,0.5,1
This was not his world; he had been ,0.111111111,0,0.111111111,8
foolish ,0.5,0,0.5,1
"in thinking that he would have liked it. He stood in the middle of the sidewalk with his jaws clamped tight; he wanted to strike something with his fist. Well _. Goddamn! There was nothing to do but go in the front way. If he were doing wrong, they could not kill him, at least; all they could do was to tell him that he could not get the job.Timidly, he lifted the latch on the gate and walked to the steps. He paused, waiting for someone to challenge him. Nothing happened. Maybe nobody was home? He went to the door and saw a dim light burning in a shaded niche above a doorbell. He pushed it and was startled to hear a soft gong sound within. Maybe he had pushed it too hard? Aw, what the hell! He had to do better than this; he relaxed his taut muscles and stood at ease, waiting. The doorknob turned. The door opened. He saw a white face. It was a woman. Hello! ù Yessum, ù he said. You want to see somebody? ù Er _. Er _. I want to see Mr. Dalton. ù Are you the Thomas boy? ù Yessum. ù Come in. ùHe edged through the door slowly, then stopped halfway. The woman was so close to him that he could see a tiny mole at the corner of her mouth. He held his breath. It seemed that there was not room enough for him to pass without actually touching her. Come on in, ù the woman said. Yessum, ù he whispered.He squeezed through and stood uncertainly in a softly lighted hallway. Follow me, ù she said.With cap in hand and shoulders sloped, he followed, walking over a rug so soft and deep that it seemed he was going to fall at each step he took. He went into a dimly lit room. Take a seat, ù she said.  I ll tell Mr. Dalton that you re here and he ll be out in a moment. ù Yessum. ùHe sat and looked up at the woman; she was staring at him and he looked away in ",0.024464832,0.036697248,-0.012232416,357
confusion. ,0.5,0.5,0,1
He was ,0.333333333,0,0.333333333,2
glad ,1,0,1,1
when she left. That old bastard! What s so damn funny about me? I m just like she is _. ,0.166666667,0.111111111,0.055555556,20
He felt that the position in which he was sitting was too awkward and found that he was on the very edge of the chair. ,0.038461538,0.038461538,0,25
"He rose slightly to sit farther back; but when he sat he sank down so suddenly and deeply that he thought the chair had collapsed under him. He bounded halfway up, in ",0.03030303,0.060606061,-0.03030303,32
fear; ,0.5,0.5,0,1
"then, realizing what had happened, he sank distrustfully down again. He looked round the room; it was lit by dim lights glowing from a hidden source. He tried to find them by roving his eyes, but could not. He had not expected anything like this; he had not thought that this world would be so utterly different from his own that it would ",0.015625,0.046875,-0.03125,63
intimidate ,0.5,0,0.5,1
"him. On the smooth walls were several paintings whose nature he tried to make out, but failed. He would have liked to examine them, but dared not. Then he listened; a faint sound of piano music floated to him from somewhere. He was sitting in a white home; dim lights burned round him; strange objects challenged him; and he was feeling ",0.064516129,0.048387097,0.016129032,61
angry ,0.5,0.5,0,1
and ,0.5,0,0.5,1
uncomfortable.,0,1,-1,1
" All right. Come this way. ùHe started at the sound of a man s voice. Suh? ù Come this way. ùMisjudging how far back he was sitting in the chair, his first attempt to rise failed and he slipped back, resting on his side Grabbing the arms of the chair, he pulled himself upright and found a tall, lean, white-haired man holding a piece of paper in his hand. The man was gazing at him with an amused smile that made him conscious of every square inch of skin on his black body.  Thomas? ù the man asked.  Bigger Thomas? ù Yessuh, ù he whispered; not speaking, really; but hearing his words roll involuntarily from his lips. Come this way. ù Yessuh. ùHe followed the man out of the room and down a hall. The man stopped abruptly. Bigger paused, ",0.047244094,0.023622047,0.023622047,140
bewildered; ,0.5,0.5,0,1
"then he saw coming slowly toward him a tall, thin, white woman, walking silently, her hands lifted delicately in the air and touching the walls to either side of her. Bigger stepped back to let her pass. Her face and hair were completely white; she seemed to him like a ghost. The man took her arm gently and held her for a moment. Bigger saw that she was old and her grey eyes looked stony. Are you all right? ù the man asked. Yes, ù she answered. Where s Peggy? ù She s preparing dinner. I m quite all right, Henry. ùThe man let go of the woman and she walked on slowly, the long white fingers of her hands just barely touching the walls Behind the woman, following at the hem of her dress, was a big white cat, pacing without sound. She s blind! Bigger thought in amazement. Come on; this way, ù the man said. Yessuh. ùHe wondered if the man had seen him staring at the woman. He would have to be careful here. There were so many strange things. He followed the man into a room. Sit down. ù  Yessuh, ù he said, sitting. That was Mrs. Dalton, ù the man said.  She s blind. ù Yessuh. ù She has a very deep interest in colored people. ù Yessuh, ù Bigger whispered. He was conscious of the effort to breathe; he licked his lips and fumbled ",0.046948357,0.023474178,0.023474178,241
nervously ,0.5,0.5,0,1
"with his cap. Well, I m Mr. Dalton. ù Yessuh. ù Do you think you d like driving a car? ù Oh, yessuh. ù Did you bring the paper? ù Suh? ù Didn t the relief give you a note to me? ù Oh, yessuh! ùHe had completely forgotten about the paper. He stood to reach into his vest pocket and, in doing so, dropped his cap. For a moment his impulses were deadlocked; he did not know if he should pick up his cap and then find the paper, or find the paper and then pick up his cap. He decided to pick up his cap. Put your cap here, ù said Mr. Dalton, indicating a place on his desk. Yessuh. ùThen he was stone-still; the white cat bounded past him and leaped upon the desk; it sat looking at him with large placid eyes and mewed plaintively. What s the matter, Kate? ù Mr. Dalton asked, stroking the cat s fur and smiling. Mr. Dalton turned back to Bigger.  Did you find it? ù Nawsuh. But I got it here, somewhere. ù He ",0.038461538,0,0.038461538,185
hated ,0.5,0,0.5,1
"himself at that moment. Why was he acting and feeling this way? He wanted to wave his hand and blot out the white man who was making him feel this. If not that, he wanted to blot himself out. He had not raised his eyes to the level of Mr. Dalton s face once since he had been in the house. He stood with his knees slightly bent, his lips partly open, his shoulders stooped; and his eyes held a look that went only to the surface of things. There was an organic conviction in him that this was the way white folks wanted him to be when in their presence; none had ever told him that in so many words, but their manner had made him feel that they did. He laid the cap down, noticing that Mr. Dalton was watching him closely. Maybe he was not acting right? Goddamn Clumsily, he searched for the paper. He could not find it at first and",0.030487805,0.024390244,0.006097561,165
he felt called upon to say something for taking so long.,0,0,0,11
" I had it right here in my vest pocket, ù he mumbled. Take your time. ù Oh, here it is. ùHe drew the paper forth. It was crumpled and soiled. ",0.076923077,0,0.076923077,30
"Nervously, ",0.5,0.5,0,1
"he straightened it out and handed it to Mr. Dalton, holding it by its very tip end. All right, now, ù said Mr. Dalton.  Let s see what you ve got here. You live at 3721 Indiana Avenue? ù Yessuh. ùMr. Dalton paused, frowned, and looked up at the ceiling. What kind of a building is that over there? ù You mean where I live, suh? ù Yes. ù  Oh, it s just an old building. ù Where do you pay rent? ù Down on Thirty-first Street. ù To the South Side Real Estate Company? ù Yessuh. ùBigger wondered what all these questions could mean; he had heard that Mr. Dalton owned the South Side Real Estate Company, but he was not sure. How much rent do you pay? ù Eight dollars a week. ù For how many rooms? ù We just got one, suh. ù I see _. Now, Bigger, tell me, how old are you? ù I m twenty, suh. ù Married? ù Nawsuh. ù Sit down. You needn t stand. And I won t be long. ù Yessuh. ùHe sat. The white cat still contemplated him with large, moist eyes. Now, you have a mother, a brother, and a sister? ù Yessuh. ù There are four of you? ù  Yessuh, there s four of us, ù he stammered, trying to show that he was not as stupid as he might appear. ",0.066666667,0.027777778,0.038888889,234
"He felt a need to speak more, for ",0.111111111,0.111111111,0,8
he felt that maybe Mr. Dalton expected it. ,0.111111111,0,0.111111111,8
"And he suddenly remembered the many times his mother had told him not to look at the floor when talking with white folks or asking for a job. He lifted his eyes and saw Mr. Dalton watching him closely. He dropped his eyes again. They call you Bigger? ù Yessuh. ù Now, Bigger, I d like to talk with you a little _. ùYes, Goddammit! He knew what was coming. He would be asked about that time he had been accused of stealing auto tires and had been sent to the reform school. ",0.034883721,0.011627907,0.023255814,93
"He felt guilty, ",0.25,0.25,0,3
condemned. ,0.5,0,0.5,1
"He should not have come here. The relief people said some funny things about you. I d like to talk to you about them. Now, you needn t feel ashamed with me, ù said Mr. Dalton, smiling.  I was a boy myself once and I think I know how things are. So just be yourself _. ù Mr. Dalton pulled out a package of cigarettes.  Here; have one. ù Nawsuh; thank you, suh. ù You don t smoke? ù Yessuh. But I just don t want one now. ù Now, Bigger, the relief people said you were a very good worker when you were interested in what you were doing. Is that true? ù Well, I do my work, suh. ù But they said you were always in trouble. How do you explain that? ù I don t know, suh. ù Why did they send you to the reform school? ùHis eyes glared at the floor. They said I was stealing! ù he blurted ",0.072992701,0.01459854,0.058394161,164
defensively. ,0.5,0,0.5,1
" But I wasn t. ù Are you sure? ù Yessuh. ù Well, how did you get mixed up in it? ù  I was with some boys and the police picked us up. ùMr. Dalton said nothing. Bigger heard a clock ticking somewhere behind him and he had a foolish impulse to look at it.But he restrained himself. Well, Bigger, how do you feel about it now? ù Suh?  Bout what? ù If you had a job, would you steal now? ù Oh, nawsuh. I don t steal. ù Well, ù said Mr. Dalton,  they say you can drive a car and I m going to give you a job. ùHe said nothing. You think you can handle it? ù Oh, yessuh. ù The pay calls for $20 a week, but I m going to give you $25. The extra $5 is for yourself, for you to spend as you like. You will get the clothes you need and your meals. You re to sleep in the back room, above the kitchen. You can give the $20 to your mother to keep your brother and sister in school. How does that sound? ù It sounds all right. Yessuh. ù I think we ll get along. ù Yessuh. ù I don t think we ll have any trouble. ù Nawsuh. ù Now, Bigger, ù said Mr. Dalton,  since that s settled, let s see what you ll have to do every day. I leave every morning for my office at nine. It s a twenty-minute drive. You are to be back at ten and take Miss Dalton to school. At twelve, you call for Miss Dalton at the University. From then until night you are more or less free. If either Miss Dalton or I go out at night, of course, you do the driving. You work every day, but we don t get up till noon on Sundays. So you will have Sunday mornings to yourself, unless something unexpected happens. You get one full day off every two weeks. ù Yessuh. ù You think you can handle that? ù Oh, yessuh. ù And any time you re bothered about anything, come and see me. Let s talk it over. ù Yessuh. ù Oh, Father! ù a girl s voice sang out. Yes, Mary, ù said Mr. Dalton.Bigger turned and saw a white girl walk into the room. She was very slender. Oh, I didn t know you were busy. ù That s all right, Mary. What is it? ùBigger saw that the girl was looking at him. Yes; she was the same girl he had seen in the movie. Is this the new chauffeur, Father? ù What do you want, Mary? ù Will you get the tickets for the Thursday concert? ù At Orchestra Hall? ù Yes. ù Yes. I ll get them. ù Is this the new chauffeur? ù Yes, ù said Mr. Dalton.  This is Bigger Thomas. ù  Hello, Bigger, ù the girl said.Bigger swallowed. He looked at Mr. Dalton, then felt that he should not have looked. Good evening, mam. ùThe girl came close to him and stopped just opposite his chair. Bigger, do you belong to a union? ù she asked. Now, Mary! ù said Mr. Dalton, frowning. Well, Father, he should, ù the girl said, turning to him, then back to Bigger.  Do you? ù Mary _. ù said Mr. Dalton. I m just asking him a question, Father! ùBigger hesitated. He ",0.025586354,0.008528785,0.017057569,576
hated ,0.5,0,0.5,1
"the girl then. Why did she have to do this when he was trying to get a job? No m, ù he mumbled, his head down and his eyes glowering. And why not? ù the girl asked.Bigger heard Mr. Dalton mumble something. He wished Mr Dalton would speak and end this thing. He looked up and saw Mr Dalton staring at the girl. She s making me lose my job! he thought. Goddamn! He knew nothing about unions, except that they were considered bad. And what did she mean by talking to him this way in front of Mr. Dalton, who, surely, didn t like unions? We can settle about the union later, Mary, ù said Mr. Dalton. But you wouldn t mind belonging to a union, would you? ù the girl asked. I don t know, mam, ù Bigger said. Now, Mary, you can see that the boy is new, ù said Mr. Dalton.  Leave him alone. ùThe girl turned and poked out a red tongue at him. All right, Mr. Capitalist! ù She turned again to Bigger.  Isn t he a capitalist, Bigger? ùBigger looked at the floor and did not answer. He did not know what a capitalist was.The girl started to leave, but stopped. Oh, Father, if he hasn t anything else to do, let him drive me to my lecture at the University tonight. ù I m talking to him now, Mary. He ll be through in a moment. ùThe girl picked up the cat and walked from the room. There was a short interval of silence. Bigger wished the girl had not said anything about unions. Maybe he would not be hired now? Or, if hired, maybe he would be fired soon if she kept acting like that. He had never seen anyone like her before. She was not a bit the way he had imagined she would be. Oh, Mary! ù Mr. Dalton called. Yes, Father, ù Bigger heard her answer from the hallway.Mr. Dalton rose and left the room. He sat still, listening. Once or twice he thought he heard the girl laugh, but he was not sure. The best thing he could do was to leave that crazy girl alone. No wonder they called her a Communist in the movies. She was crazy, all right. He had heard about unions; in his mind unions and Communists were linked. He relaxed a little, then stiffened when he heard Mr. Dalton walk back into the room. Wordlessly, the white man sat behind the desk and picked up the paper and looked at it in a long silence. Bigger watched him with lowered eyes; he knew that Mr. Dalton was thinking of something other than that paper. In his heart he cursed the crazy girl. Maybe Mr. Dalton was deciding not to hire him? Goddamn! Maybe he would not get the extra five dollars a week now? Goddamn that woman! She spoiled everything! Maybe Mr. Dalton would feel that he could not trust him. Oh, Bigger, ù said Mr. Dalton. Yessuh. ù I want you to know why I m hiring you. ù Yessuh. ù You see, Bigger, I m a supporter of the National Association for the Advancement of Colored People. Did you ever hear of that organization? ù Nawsuh. ù Well, it doesn t matter, ù said Mr. Dalton.  Have you had your dinner? ù Nawsuh. ù Well, I think you ll do. ùMr. Dalton pushed a button. There was silence. The woman who had answered the front door came in. Yes, Mr. Dalton. ù Peggy, this is Bigger. He s going to drive for us. Give him something to eat, and show him where he s to sleep and where the car is. ù Yes, Mr. Dalton. ù And, Bigger, at eight-thirty, drive Miss Dalton out to the University and wait for her, ù said Mr. Dalton. Yessuh. ù That s all now. ù Yessuh. ù Come with me, ù Peggy said. Bigger rose and got his cap and followed the woman through the house to the kitchen. The air was full of the scent of food cooking and pots bubbled on the stove. Sit here, ù Peggy said, clearing a place for him at a white-topped table. He sat and rested his cap on his knees. ",0.0203125,0.021875,-0.0015625,716
He felt a little better ,0.333333333,0.166666667,0.166666667,5
"now that he was out of the front part of the house, but still ",0.066666667,0,0.066666667,14
not quite comfortable.,0.333333333,0,0.333333333,3
" Dinner isn t quite ready yet, ù Peggy said.  You like bacon and eggs? ù Yessum. ù Coffee? ù Yessum. ùHe sat looking at the white walls of the kitchen and heard the woman stir about behind him. Did Mr. Dalton tell you about the furnace? ù No m. ù Well, he must have forgotten it. You re supposed to attend to that, too. I ll show you where it is before you go. ù You mean I got to keep the fire going, mam? ù Yes. But it s easy. Did you ever fire before? ù No m. ù You can learn. There s nothing to it. ù Yessum. ùPeggy seemed kind enough, but maybe she was being kind in order to shove her part of the work on him. Well, he would wait and see. If she got nasty, he would talk to Mr. Dalton about her. He smelt the odor of frying bacon and realized that he was very ",0.053030303,0.015151515,0.037878788,162
hungry. ,0.5,0.5,0,1
"He had forgotten to buy a sandwich with the quarter his mother had given him, and he had not eaten since morning. Peggy placed a plate, knife, fork, spoon, sugar, cream, and bread before him; then she dished up the bacon and eggs. You can get more if you want it. ùThe food was good. This was not going to be a bad job. The only thing bad so far was that crazy girl. He chewed his bacon and eggs while some remote part of his mind considered in amazement how different the girl had seemed in the movie. On the screen she was not dangerous and his mind could do with her as it liked. But here in her home she walked over everything, put herself in the way. He had quite forgotten that Peggy was in the kitchen and when his plate was empty he took a soft piece of bread and began to sop it clean, carrying the bread to his mouth in huge chunks. You want some more? ùHe stopped chewing and laid the bread aside. He had not wanted to let her see him do that; he did that only at home. No m, ù he said.  I got a plenty. ù You reckon you ll like it here? ù Peggy asked. Yessum. I hope so. ù This is a swell place, ù Peggy said.  About as good as you ll find anywhere. The last colored man who worked for us stayed ten years. ùBigger wondered why she said  us. ù She must stand in with the old man and old woman pretty good, he thought. Ten years? ù he said. Yes; ten years. His name was Green. He was a good man, too. ù How come he to leave? ù Oh, he was smart, that Green was. He took a job with the government. Mrs. Dalton made him go to night school. Mrs. Dalton s always trying to help somebody. ùYes; Bigger knew that. But he was not going to any night school. He looked at Peggy; she was bent over the sink, washing dishes. Her words had ",0.033536585,0.021341463,0.012195122,354
challenged ,0.5,0,0.5,1
him and,0,0,0,2
he felt he had to say something.,0,0,0,7
" Yessum, he was smart, ù he said.  And ten years is a long time. ù Oh, it wasn t so long, ù Peggy said.  I ve been here twenty years myself. I always was one for sticking to a job. I always say when you get a good place, then stick there. A rolling stone gathers no moss, and it s true. ùBigger said nothing. Everything s simple and nice around here, ù Peggy said. They ve got millions, but they live like human beings. They don t put on airs and strut. Mrs. Dalton believes that people should be that way. ù Yessum. ù They re Christian people and believe in everybody working hard. And living a clean life. Some people think we ought to have more servants than we do, but we get along. It s just like one big family. ù Yessum. ù Mr. Dalton s a fine man, ù Peggy said. Oh, yessum. He is. ù You know, he does a lot for your people. ù My people? ù asked Bigger, ",0.055555556,0.013888889,0.041666667,175
puzzled.,0,1,-1,1
" Yes, the colored people. He gave over five million dollars to colored schools. ù Oh! ù But Mrs. Dalton s the one who s really nice. If it wasn t for her, he would not be doing what he does. She made him rich. She had millions when he married her. Of course, he made a lot of money himself afterwards out of real estate. But most of the money s hers. She s blind, poor thing. She lost her sight ten years ago. Did you see her yet? ù Yessum. ù Was she alone? ù Yessum. ù Poor thing! Mrs. Patterson, who takes care of her, is away for the week-end and she s all alone. Isn t it too bad, about her? ù Oh, yessum, ù he said, trying to get into his voice some of the pity for Mrs. Dalton that he thought Peggy expected him to feel. It s really more than a job you ve got here, ù Peggy went on.  It s just like home. I m always telling Mrs. Dalton that this is the only home I ll ever know. I wasn t in this country but two years before I started working here _. ù Oh, ù said Bigger, looking at her. I m Irish, you know, ù she said.  My folks in the old country feel about England like the colored folks feel about this country. So I know something about colored people. Oh, these are fine people, fine as silk. Even the girl. Did you meet her yet? ù Yessum. ù Tonight? ù Yessum. ùPeggy turned and looked at him sharply. She s a sweet thing, ù she said.  I ve known her since she was two years old. But she s kind of wild, she is. Always in hot water. Keeps her folks worried. The Lord only knows where she got her wild ways. But she s got  em. If you stay around here long, you ll get to know her. ùBigger wanted to ask about the girl, but thought that he had better not do that now. If you re through, I ll show you the furnace and the car, and where your room is, ù she said and turned the fire low under the pots on the stove. Yessum. ùHe rose and followed her out of the kitchen, down a narrow stairway at the end of which was the basement. It was dark; Bigger heard a sharp click and the light came on. This way _. What did you say your name was? ù Bigger, mam. ù What? ù Bigger. ùHe smelt the scent of coal and ashes and heard fire roaring. He saw a red bed of embers glowing in the furnace. This is the furnace, ù she said. Yessum. ù Every morning you ll find the garbage here; you burn it and put the bucket on the dumb-waiter. ù Yessum. ù You never have to use a shovel for coal. It s a self-feeder. Look, see? ùPeggy pulled a lever and there came a loud rattle of fine lumps of coal sliding down a metal chute. Bigger stooped and saw, through the cracks of the furnace, the coal spreading out fanwise over the red bed of fire. That s fine, ù he mumbled in ",0.02991453,0.034188034,-0.004273504,549
admiration.,1,0,1,1
" And you don t have to worry about water, either. It fills itself. ù Bigger ",0.071428571,0.071428571,0,15
liked ,0.5,0,0.5,1
"that; it was easy; it would be fun, almost. Your biggest trouble will be taking out the ashes and sweeping. And keep track of how the coal runs; when it s low, tell me or Mr. Dalton and we ll order some more. ù Yessum. I can handle it. ù Now, to get to your room all you have to do is go up these back stairs. Come on. ùHe followed up a stretch of stairs. She opened a door and switched on a light and Bigger saw a large room whose walls were covered with pictures of girls  faces and prize fighters. This was Green s room. He was always one for pictures. But he kept things neat and nice. It s plenty warm here. Oh, yes: before I forget. Here are the keys to the room and the garage and the car. Now, I ll show you the garage. You have to get to it from the outside. ùHe followed her down the steps and outside into the driveway. It was much warmer. Looks like snow, ù Peggy said. Yessum. ù This is the garage, ù she said, unlocking and pushing open a door which, as it swung in, made lights come on automatically.  You always bring the car out and wait at the side door for the folks. Let s see. You say you re driving Miss Dalton tonight? ù Yessum. ù Well, she leaves at eight-thirty. So you re free until then. You can look over your room if you want to. ù Yessum. I reckon I will. ù Bigger went behind Peggy down the stairs and back into the basement. She went to the kitchen and he went to his room. He stood in the middle of the floor, looking at the walls. There were pictures of Jack Johnson, Joe Louis, Jack Dempsey, and Henry Armstrong; there were others of Ginger Rogers, Jean Harlow, and Janet Gaynor. The room was large and had two radiators. He felt the bed; it was soft. Gee! He would bring Bessie here some night. Not right at once; he would wait until he had learned the ropes of the place. A room all to himself! He could bring a pint of liquor up here and drink it in peace. He would not have to slip around any more. He would not have to sleep with Buddy and stand Buddy s kicking all night long. He lit a cigarette and stretched himself full length upon the bed. Ohhhh _. This was not going to be bad at all. He looked at his dollar watch; it was seven. In a little while he would go down and examine the car. And he would buy himself another watch, too. A dollar watch was not good enough for a job like this; he would buy a gold one. There were a lot of new things he would get. Oh, boy! This would be an easy life. Everything was all right, except that girl. She ",0.042462845,0.014861996,0.027600849,501
worried ,0.5,0.5,0,1
"him. She might cause him to lose his job if she kept talking about unions. She was a funny girl, all right. Never in his life had he met anyone like her. She ",0.117647059,0,0.117647059,33
puzzled ,0.5,0.5,0,1
